system,region,name,tech,carrier_in,carrier_out,bus_in,bus_out,e_nom,e_nom_max,e_min,duration_charge,duration_discharge,efficiency_charge,efficiency_discharge,standby_loss,capital_cost_energy,capital_cost_power_charge,capital_cost_power_discharge,lifetime,spillage_cost
HR,HR,H2_storage_tank,H2_storage_tank,hydrogen,hydrogen,HR_H2,HR_H2,10,100000,400,8,20,0.7,0.7,0.001,20,150,50,15,0
