system,region,name,tech,carrier_in,carrier_out,bus_in,bus_out,e_nom,e_nom_max,e_min,duration_charge,duration_discharge,efficiency_charge,efficiency_discharge,standby_loss,capital_cost_energy,capital_cost_power_charge,capital_cost_power_discharge,lifetime,spillage_cost
HR,HR,BESS,BESS,electricity,electricity,HR_EL,HR_EL,100,1000,10,4,4,0.9,0.9,0.001,150,50,50,15,0
