year,period,HR_IND
2030,7345,1282.359266
2030,7346,1136.058947
2030,7347,1130.467203
2030,7348,1129.562322
2030,7349,1136.40092
2030,7350,1098.250366
2030,7351,1126.804571
2030,7352,1084.564836
2030,7353,1140.180097
2030,7354,1179.158055
2030,7355,1128.383211
2030,7356,1139.723396
2030,7357,959.1842426
2030,7358,1199.052732
2030,7359,1186.728799
2030,7360,1223.143463
2030,7361,1231.732083
2030,7362,1250.708223
2030,7363,1237.554587
2030,7364,1281.980535
2030,7365,1277.851393
2030,7366,1264.139259
2030,7367,1249.501312
2030,7368,1301.830333
2030,7369,1165.455642
2030,7370,1377.727261
2030,7371,1303.892687
2030,7372,1115.911856
2030,7373,1382.634405
2030,7374,1335.519741
2030,7375,1356.158995
2030,7376,1373.334944
2030,7377,1313.018367
2030,7378,1342.16281
2030,7379,1332.804615
2030,7380,1365.474533
2030,7381,1346.442878
2030,7382,1360.751599
2030,7383,1345.608016
2030,7384,1377.65704
2030,7385,1387.079067
2030,7386,1403.822281
2030,7387,1156.090934
2030,7388,1429.268831
2030,7389,1195.953037
2030,7390,1407.191244
2030,7391,1344.368004
2030,7392,1445.995625
2030,7393,829.0851075
2030,7394,1068.472436
2030,7395,1062.05405
2030,7396,819.8174622
2030,7397,974.645417
2030,7398,940.2480588
2030,7399,841.4219941
2030,7400,1109.258551
